disarm_id,name,url,summary,provides_tools,sector,primary_role,secondary_role,primary_subject,secondary_subject,volunteers,region,country,rand_list,credco_list,carnegie_list,twitter_handle,notes,Unnamed: 18
G000096,Center for the Study of Democracy (CSD),https://csd.bg/,"CSD conducts research and advocacy on issues related to European integration, political institutions, and economic and political development. The organization's research agenda includes a focus on state capture and russian influence, especially in the Black Sea countries and the Western Balkans, and its experts have written on media capture, propaganda, and Russian economic influence.",,Civil Society/NGO,Public Policy,Research (primary/secondary),Democracy,Civil Liberties (human rights),,Europe,Bulgaria,,N,Y,,,
G000097,Central European Policy Institute,http://www.cepolicy.org/publications/anatomy-info-war-how-russias-propaganda-machine-works-and-how-counter-it,,,,,,,,,,,,,,,,
G000098,Centre Against Terrorism and Hybrid Threats (Czech Ministry of the Interior),https://www.mvcr.cz/cthh/Default.aspx,"Operational since 2017, the Centre Against Terrorism and Hybrid Threats is a division of the Czech Ministry of the Interior designed to monitor and respond to influence operations with public policies and awareness-raising efforts. The center also deals with terrorism, security aspects of migration, extremism, and other disruptions to public order and safety.",,Government,Research (primary/secondary),Public Policy,,,,Europe,Czech Republic,,N,Y,,,
G000099,Centre for Countering Digital Hate (CCDH),https://www.counterhate.com/,,,Civil Society/NGO,Research (primary/secondary),,,,,Europe,UK,,N,N,,,
G000100,Centre for Euro-Atlantic Integration and Democracy (CEID),https://www.ceid.hu,"CEID conducts research, publishes analysis, and holds roundtable discussions and conferences on how to strengthen transatlantic relationships. The CEID is part of the Center for European Policy Analysis’s #DisinfoNet and cooperated with Ukrainian Prism and the EAST Center in their work on the Disinformation Resilience Index, with the Centre for International Relations in their work on countering Kremlin-backed disinformation, and with the Finnish Institute of International Affairs in their “Fog of Falsehood” report on Russian deception in Ukraine.",,Civil Society/NGO,Research (primary/secondary),,,,,Europe,Hungary,,N,Y,,,
G000101,Centre for European Policy Studies (CEPS),https://www.ceps.eu/,"CEPS conducts research and hosts events and discussions on a range of issues affecting European domestic policies. CEPS has produced a number of publications on EU strategies for understanding and countering disinformation and on content moderation strategies online, including a study commissioned by the European Parliament on possible EU actions to address fake news and emerging threats like deepfakes.",,Civil Society/NGO,Public Policy,Research (primary/secondary),Democracy,Civil Liberties (human rights),,Europe,,,N,Y,,,
G000102,Centre for International Governance Innovation (CIGI),https://www.cigionline.org/,"CIGI is dedicated to conducting research on Canadian and international public policy and security issues. In June 2019, CIGI partnered with the Transatlantic Commission on Election Integrity to produce an Election Risk Monitor that assesses threats and potential responses to disinformation in the context of Canada’s elections.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,North America,Canada,,N,Y,,,
G000103,Centre for International Relations (Centrum Stosunków Międzynarodowych) (CSM),http://www.csm.org.pl/en/,CSM conducts research and analysis on issues in Polish foreign policy and European policy and is part of the Center for European Policy Analysis’s #DisinfoNet.,,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Poland,,N,Y,,,
G000104,Centre for Research and Evidence on Security Threats (CREST),https://crestresearch.ac.uk/,CREST conducts behavioral and social science research to better understand threats to national security and develop strategies for countering them. The organization has addressed conspiracy theories and online behavior in its work.,,Education/academia,Research (primary/secondary),,,,,Europe,UK,,N,Y,,,
G000105,"Centre for Research, Transparency and Accountability (CRTA)",https://www.istinomer.rs,"CRTA is dedicated to promoting accountability and transparency in democratic politics. The organization runs a project called Istnomer, which conducts fact-checking and reporting in support of free media, institutional transparency, and political accountability.",,Civil Society/NGO,Fact checking,Journalism,Democracy,Civil Liberties (human rights),,Europe,Serbia,,N,Y,,,
G000106,CEPS,https://www.ceps.eu/,,,,,,,,,,,,,,,,
G000107,Certified Content Coalition,https://www.certifiedcontentcoalition.org/,The Certified Content Coalition grew out of CableLabs with the goal of developing standards for trustworthy publishers.,Yes,Civil Society/NGO,Fact checking,Journalism,,,,North America,USA,Y,Y,Y,,Dead website?,
G000108,Channel 4 FactCheck,https://www.channel4.com/news/factcheck/,FactCheck is the fact-checking initiative run by Channel 4 in the United Kingdom.,,Media,Fact checking,Journalism,,,,Europe,UK,,Y,Y,,,
G000109,Chatham House,https://www.chathamhouse.org/,"Chatham House conducts research and analysis on issues in public policy and international peace and security. Chatham House experts have published research and hosted discussions through the International Security Department on issues related to disinformation, information warfare, elections, and global cybersecurity.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,UK,,N,Y,,,
G000110,Check My Ads,,,,,,,,,,,,,,,,,
G000111,Check Your Fact,https://checkyourfact.com/,"Check Your Fact is the fact-checking initiative of the Daily Caller. The site is known for its ties to white nationalists. It is one of six third-party organizations working together to fact-check content for American users. The partnership has already come under intense criticism from climate journalists (among others) who are concerned that the Daily Caller’s editorial stance on issues like climate change, will spread even more misinformation Facebook.",,Media,Fact checking,Journalism,,,,Global,USA,,Y,Y,,,
G000112,Checkology,,,,,Education (public),Research (primary/secondary),,,,,,,Y,N,,,
G000113,Chequeado,https://chequeado.com/,,,,Fact checking,Verification,,,,,Argentina,,Y,N,,,
G000114,Chile Check,,,,,,,,,,,Chile,,Y,N,,,
G000115,CirroLytix,https://www.cirrolytix.com/,"CirroLytix is a data analytics research company specializing in data ethics and machine learning technologies for social impact. Their tool, ""Troglodyte,"" provides online researchers, journalists and fact checkers with an extensive database for matching sources with information and exposing causal links, conspiracies, and associated disinformation agents.",Yes,Technology,Fact checking,Journalism,,,,Asia,,,N,Y,,,
G000116,Cities on the Internet,https://mwi.pl/,,,Civil Society/NGO,,,,,Y,Europe,Poland,,N,N,,,
G000117,Cities on the Internet Association (Stowarzyszenie Miasta w Internecie) (MWI),https://mwi.pl/,"MWI is dedicated to the development of digital competency and literacy in Polish citizens. Through the project Digital Poland of Equal Opportunities, MWI is addressing digital literacy among Polish adults with the help of volunteers that encourage individuals over the age of 50 to engage online. The organization also develops educational materials for and provides training to Polish citizens of all ages.",,Civil Society/NGO,Societal Resilience,,,,,Europe,Poland,,N,Y,,,
G000118,Citizen Evidence Lab (Amnesty International),https://citizenevidence.org/,"Amnesty International's Citizen Evidence Lab provides resources for researchers, journalists, and activists documenting and exposing human rights abuses using content verification, data science, remote sensing, crowd-sourcing, and digital security tools. One of their projects, called Youtube DataViewer, helps extract information from Youtube videos.",,Civil Society/NGO,Investigations,,,,,Global,,,Y,Y,,,
G000119,City University of New York: Craig Newmark Graduate School of Journalism,https://www.journalism.cuny.edu/,The Craig Newmark Graduate School of Journalism runs the Quality Project in partnership with the World Economic Forum to aggregate efforts to assess the quality of online information and allow users to select a personalized weighting of quality indicators.,,Education/academia,Research (primary/secondary),Journalism,,,,North America,USA,,N,Y,,,
G000120,Civic online reasoning,,,,,,,,,,,,,Y,N,,,
G000121,Civil,,,,,,,,,,,,,Y,N,,,
G000122,Civil Liberties Union for Europe,https://www.liberties.eu/en,"Civil Liberties Union for Europe is network of civil liberties watchdogs that carries out public advocacy and campaigning and that provides research and analysis to policymakers on how to advance civil liberties in law and public policy. Its recent campaigns have concerned censorship, data privacy, the protection of civil society, and migration. The organization has written on efforts to curb disinformation within the European Union and its member states.",,Civil Society/NGO,Public Policy,,Democracy,Civil Liberties (human rights),,Europe,,,N,Y,,,
